GHM;LIBELLE;TARIF PUBLIC;TARIF PRIVE
02M031;Infections oculaires aiguës sévères, niveau 1;2 084,78;177,10 €
02M031;Infections oculaires aiguës sévères, niveau 1;518,03;677,20 €
02M032;Infections oculaires aiguës sévères, niveau 2;3 862,62;1 489,40 €
02M033;Infections oculaires aiguës sévères, niveau 3;5 309,94;2 224,10 €
02M034;Infections oculaires aiguës sévères, niveau 4;8 011,05;2 292,50 €
02M041;Affections oculaires d'origine neurologique, niveau 1;1 720,07;528,30 €
02M042;Affections oculaires d'origine neurologique, niveau 2;3 352,79;1 263,90 €
02M043;Affections oculaires d'origine neurologique, niveau 3;4 772,04;1 727,00 €
02M044;Affections oculaires d'origine neurologique, niveau 4;8 090,01;2 303,20 €
02M04T;Affections oculaires d'origine neurologique, très courte durée;448,3;211,80 €
02M04T;Affections oculaires d'origine neurologique, très courte durée;879,61;453,10 €
02M051;Autres affections oculaires, âge inférieur à 18 ans, niveau 1;1 333,34;742,90 €
02M052;Autres affections oculaires, âge inférieur à 18 ans, niveau 2;2 824,03;2 213,70 €
02M053;Autres affections oculaires, âge inférieur à 18 ans, niveau 3;4 189,65;2 968,50 €
02M054;Autres affections oculaires, âge inférieur à 18 ans, niveau 4;6 766,32;5 793,10 €
02M05T;Autres affections oculaires, âge inférieur à 18 ans, très courte durée;518,03;211,80 €
02M05T;Autres affections oculaires, âge inférieur à 18 ans, très courte durée;1 071,12;437,30 €
02M071;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 1;2 186,70;1 194,40 €
02M072;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 2;3 192,67;2 152,40 €
02M073;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 3;4 824,27;3 584,70 €
02M074;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 4;9 205,97;6 995,60 €
02M07T;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, très courte durée;781,56;160,20 €
02M07T;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, très courte durée;391,82;306,20 €
02M081;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 1;1 490,00;886,10 €
02M082;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 2;3 799,39;2 358,70 €
02M083;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 3;5 520,01;3 343,50 €
02M084;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 4;9 401,37;5 399,60 €
02M08T;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, très courte durée;335,34;401,20 €
02M08T;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, très courte durée;675,67;211,80 €
02M09Z;Explorations et surveillance pour affections de l'oeil;763,49;160,20 €
02M09Z;Explorations et surveillance pour affections de l'oeil;391,82;549,80 €
02M10T;Symptômes et autres recours aux soins de la CMD 02, très courte durée;818,19;332,10 €
02M10T;Symptômes et autres recours aux soins de la CMD 02, très courte durée;448,3;160,20 €
02M10Z;Symptômes et autres recours aux soins de la CMD 02;3 161,29;1 794,40 €
03C051;Réparations de fissures labiale et palatine, niveau 1;4 785,78;1 238,50 €
03C052;Réparations de fissures labiale et palatine, niveau 2;7 357,86;2 445,10 €
03C053;Réparations de fissures labiale et palatine, niveau 3;15 277,20;6 206,50 €
03C054;Réparations de fissures labiale et palatine, niveau 4;19 426,71;8 495,50 €
03C05T;Réparations de fissures labiale et palatine, très courte durée;2 726,25;668,10 €
03C061;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 1;2 336,69;723,10 €
03C062;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 2;5 837,76;2 900,60 €
03C063;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 3;14 012,72;5 215,70 €
03C064;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 4;25 611,99;8 883,40 €
03C06J;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, en ambulatoire;2 336,69;723,10 €
03C071;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 1;1 974,11;735,40 €
03C072;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 2;4 356,64;1 685,80 €
03C073;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 3;8 135,72;3 528,90 €
03C074;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 4;17 689,30;5 740,10 €
03C07J;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, en ambulatoire;1 974,11;735,40 €
03C091;Rhinoplasties, niveau 1;1 759,44;667,80 €
03C092;Rhinoplasties, niveau 2;4 252,92;2 272,50 €
03C093;Rhinoplasties, niveau 3;12 419,99;4 182,90 €
03C094;Rhinoplasties, niveau 4;22 753,74;7 124,30 €
03C09J;Rhinoplasties, en ambulatoire;1 759,44;667,80 €
03C101;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 1;1 120,04;523,30 €
03C102;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 2;3 263,45;1 505,00 €
03C103;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 3;8 538,57;2 706,30 €
03C104;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 4;15 642,95;4 609,30 €
03C111;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 1;1 277,96;667,80 €
03C112;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 2;3 410,94;1 695,00 €
03C113;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 3;8 502,05;3 047,90 €
03C114;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 4;15 576,02;5 191,20 €
03C121;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 1;1 368,77;583,50 €
03C122;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 2;3 536,32;1 460,30 €
03C123;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 3;9 020,11;2 625,80 €
03C124;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 4;16 525,14;4 472,20 €
03C131;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 1;1 825,74;751,60 €
03C132;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 2;3 739,36;2 042,10 €
03C133;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 3;11 924,54;3 500,60 €
03C134;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 4;21 846,15;5 962,20 €
03C141;Drains transtympaniques, âge inférieur à 18 ans, niveau 1;750,18;287,90 €
03C142;Drains transtympaniques, âge inférieur à 18 ans, niveau 2;3 610,78;1 204,40 €
03C143;Drains transtympaniques, âge inférieur à 18 ans, niveau 3;8 641,36;2 165,80 €
03C144;Drains transtympaniques, âge inférieur à 18 ans, niveau 4;15 831,18;3 688,70 €
03C14J;Drains transtympaniques, âge inférieur à 18 ans, en ambulatoire;750,18;287,90 €
03C151;Drains transtympaniques, âge supérieur à 17 ans, niveau 1;655,87;271,60 €
03C152;Drains transtympaniques, âge supérieur à 17 ans, niveau 2;3 127,80;1 997,40 €
03C153;Drains transtympaniques, âge supérieur à 17 ans, niveau 3;7 573,11;3 591,60 €
03C154;Drains transtympaniques, âge supérieur à 17 ans, niveau 4;13 713,60;6 117,20 €
03C15J;Drains transtympaniques, âge supérieur à 17 ans, en ambulatoire;655,87;271,60 €
03C161;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 1;2 169,98;559,10 €
03C162;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 2;5 141,89;2 577,60 €
03C163;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 3;8 630,00;4 559,00 €
03C164;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 4;18 496,54;7 344,50 €
03C16J;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, en ambulatoire;2 169,98;559,10 €
03C171;Interventions sur la bouche, niveau 1;1 507,08;619,00 €
03C172;Interventions sur la bouche, niveau 2;3 815,48;2 164,10 €
03C173;Interventions sur la bouche, niveau 3;9 585,78;4 019,50 €
03C174;Interventions sur la bouche, niveau 4;18 620,21;6 845,90 €
03C17J;Interventions sur la bouche, en ambulatoire;1 507,08;619,00 €
03C181;Pose d'implants cochléaires, niveau 1;5 693,68;1 579,70 €
03C182;Pose d'implants cochléaires, niveau 2;6 902,17;2 804,50 €
03C183;Pose d'implants cochléaires, niveau 3;17 150,59;4 029,30 €
03C184;Pose d'implants cochléaires, niveau 4;31 420,36;5 515,30 €
03C191;Ostéotomies de la face, niveau 1;4 400,63;1 970,00 €
03C192;Ostéotomies de la face, niveau 2;6 246,52;5 365,30 €
03C193;Ostéotomies de la face, niveau 3;27 439,94;9 728,40 €
03C194;Ostéotomies de la face, niveau 4;50 224,70;16 569,30 €
03C19J;Ostéotomies de la face, en ambulatoire;4 400,63;1 970,00 €
03C201;Interventions de reconstruction de l'oreille moyenne, niveau 1;2 277,35;799,40 €
03C202;Interventions de reconstruction de l'oreille moyenne, niveau 2;3 769,05;3 195,40 €
03C203;Interventions de reconstruction de l'oreille moyenne, niveau 3;15 012,91;5 527,30 €
03C204;Interventions de reconstruction de l'oreille moyenne, niveau 4;27 531,15;9 340,70 €
03C20J;Interventions de reconstruction de l'oreille moyenne, en ambulatoire;2 277,35;799,40 €
03C211;Interventions pour oreilles décollées, niveau 1;1 740,59;661,20 €
03C212;Interventions pour oreilles décollées, niveau 2;4 489,58;1 932,10 €
03C213;Interventions pour oreilles décollées, niveau 3;10 744,53;3 474,20 €
03C214;Interventions pour oreilles décollées, niveau 4;19 684,32;5 917,30 €
03C21J;Interventions pour oreilles décollées, en ambulatoire;1 740,59;661,20 €
03C241;Interventions sur les glandes salivaires, niveau 1;3 091,87;992,80 €
03C242;Interventions sur les glandes salivaires, niveau 2;4 869,50;2 201,60 €
03C243;Interventions sur les glandes salivaires, niveau 3;11 900,13;8 709,60 €
03C244;Interventions sur les glandes salivaires, niveau 4;21 598,15;9 849,10 €
03C24J;Interventions sur les glandes salivaires, en ambulatoire;3 091,87;992,80 €
03C251;Interventions majeures sur la tête et le cou, niveau 1;12 397,26;5 368,50 €
03C252;Interventions majeures sur la tête et le cou, niveau 2;16 463,78;8 358,60 €
03C253;Interventions majeures sur la tête et le cou, niveau 3;23 009,09;13 826,10 €
03C254;Interventions majeures sur la tête et le cou, niveau 4;26 593,16;22 811,80 €
03C261;Autres interventions sur la tête et le cou, niveau 1;5 682,06;1 728,40 €
03C262;Autres interventions sur la tête et le cou, niveau 2;9 145,02;5 020,80 €
03C263;Autres interventions sur la tête et le cou, niveau 3;14 819,90;8 761,20 €
03C264;Autres interventions sur la tête et le cou, niveau 4;25 039,08;15 521,50 €
03C27J;Interventions sur les amygdales, en ambulatoire;1 120,04;523,30 €
03C28J;Interventions sur les végétations adénoïdes, en ambulatoire;603,66;270,40 €
03C291;Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes, niveau 1;2 936,56;806,20 €
03C292;Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes, niveau 2;6 612,24;3 360,10 €
03C293;Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes, niveau 3;12 970,57;4 269,70 €
03C294;Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes, niveau 4;20 314,63;6 488,50 €
03C29J;Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes, en ambulatoire;2 936,56;806,20 €
03C301;Interventions sur l'oreille externe, niveau 1;1 361,39;530,80 €
03C302;Interventions sur l'oreille externe, niveau 2;6 389,37;2 580,80 €
03C303;Interventions sur l'oreille externe, niveau 3;12 504,67;4 640,20 €
03C304;Interventions sur l'oreille externe, niveau 4;16 388,76;5 455,60 €
03C30J;Interventions sur l'oreille externe, en ambulatoire;1 361,39;530,80 €
03K021;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 1;1 422,91;585,00 €
03K022;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 2;3 814,03;2 220,20 €
03K023;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 3;8 823,60;3 364,10 €
03K024;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 4;12 058,88;4 605,50 €
03K02J;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, en ambulatoire;1 422,91;585,00 €
03K03J;Séjours comprenant une endoscopie oto-rhino-laryngologique, en ambulatoire;803,13;377,60 €
03K04J;Séjours comprenant certains actes non opératoires de la CMD 03, en ambulatoire;650,13;358,90 €
03M021;Traumatismes et déformations du nez, niveau 1;967,37;590,30 €
03M022;Traumatismes et déformations du nez, niveau 2;2 846,46;2 265,60 €
03M023;Traumatismes et déformations du nez, niveau 3;3 379,55;3 654,20 €
03M024;Traumatismes et déformations du nez, niveau 4;6 218,19;5 850,50 €
03M02T;Traumatismes et déformations du nez, très courte durée;682,04;305,80 €
03M02T;Traumatismes et déformations du nez, très courte durée;335,34;128,90 €
03M031;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, niveau 1;1 641,28;604,10 €
03M032;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, niveau 2;2 649,26;3 040,40 €
03M033;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, niveau 3;3 963,12;5 154,00 €
03M034;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, niveau 4;7 275,86;7 357,30 €
03M03T;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, très courte durée;784,89;304,40 €
03M03T;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, très courte durée;391,82;160,20 €
03M041;Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, niveau 1;1 063,13;474,70 €
03M042;Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, niveau 2;3 074,36;2 340,30 €
03M043;Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, niveau 3;4 291,46;3 814,10 €
